idx,key,uid,title,year,url,tracklist
183,"('Tommy Flanagan', 'Solo Piano')",10202995,Solo Piano,2005,https://www.discogs.com/release/10202995-Tommy-Flanagan-Solo-Piano,"[<Track '1' 'Parisian Thoroughfare'>, <Track '2' 'Wail'>, <Track '3' ""Isn't It Romantic"">, <Track '4' ""Sleepin' Bee"">, <Track '5' 'Yesterdays'>, <Track '6' ""Stompin' At The Savoy"">, <Track '7' 'Strayhorn Medley'>, <Track '7a' 'Passion Flower'>, <Track '7b' 'Chelsea Bridge'>, <Track '7c' 'Pretty Girl'>, <Track '7d' 'U.M.M.G.'>, <Track '8' 'Con Alma'>, <Track '9' 'If You Could See Me Now'>, <Track '10' 'Ruby My Dear'>, <Track '11' 'Lover'>, <Track '12' 'Rosetta'>, <Track '13' 'Jitterbug Waltz'>, <Track '14' 'Caravan'>, <Track '15' 'Willow Weep For Me'>, <Track '16' 'Just One Of Those Things'>, <Track '17' 'Poor Butterfly'>, <Track '18' ""Well You Needn't"">, <Track '19' 'St. Louis Blues'>, <Track '20' 'All The Things You Are'>]"
184,"('Brad Mehldau', '10 Years Solo Live')",913722,10 Years Solo Live,2015,https://www.discogs.com/master/913722-Brad-Mehldau-10-Years-Solo-Live,"[<Track '' 'Dark / Light'>, <Track 'A1' 'Dream Brother'>, <Track 'A2' 'Blackbird'>, <Track 'B1' 'Jigsaw Falling Into Place'>, <Track 'B2' 'Meditation I – Lord Watch Over Me'>, <Track 'C' 'And I Love Her'>, <Track 'D1' 'My Favorite Things'>, <Track 'D2' 'This Here'>, <Track '' 'The Concert'>, <Track 'E1' 'Smells Like Teen Spirit'>, <Track 'E2' 'Waltz for J. B.'>, <Track 'F1' 'Get Happy'>, <Track 'F2' ""I'm Old Fashioned"">, <Track 'G1' 'Teardrop'>, <Track 'G2' 'Meditation II – Love Meditation'>, <Track 'H1' 'Holland'>, <Track 'H2' 'Knives Out'>, <Track '' 'Intermezzo / Rückblick'>, <Track 'I1' 'Lost Chords'>, <Track 'I2' 'Countdown'>, <Track 'J1' 'On The Street Where You Live'>, <Track 'J2' 'Think Of One'>, <Track '' 'Zingaro / Paris'>, <Track 'K2' 'John Boy'>, <Track 'K3' 'Intermezzo In B-flat Major, Op. 76: No. 4'>, <Track 'K4' 'Junk'>, <Track 'L1' 'Los Angeles II'>, <Track 'L2' ""Monk's Mood"">, <Track 'L3' 'Knives Out'>, <Track '' 'E Minor / E Major'>, <Track 'M1' 'La Mémoire Et La Mer'>, <Track 'M2' 'Hey You'>, <Track '' 'Bittersweet Symphony / Waterloo Sunset'>, <Track 'N2' 'Intermezzo In E Minor, Op. 119: No. 2'>, <Track 'O' 'Interstate Love Song'>, <Track 'P' 'God Only Knows'>]"
185,"('Dick Hyman', 'Blues in the Night -  Dick Hyman Plays Harold Arlen')",1950708,Blues In The Night - Dick Hyman Plays Harold Arlen,2006,https://www.discogs.com/release/1950708-Dick-Hyman-Blues-In-The-Night-Dick-Hyman-Plays-Harold-Arlen,"[<Track '1' 'As Long As I Live'>, <Track '2' 'Ill Wind'>, <Track '3' 'Get Happy'>, <Track '4' 'Right As The Rain'>, <Track '5' 'Over The Rainbow'>, <Track '6' ""I've Got The World On A String"">, <Track '7' 'Blues In The Night'>, <Track '8' 'You Said It'>, <Track '9' 'Stormy Weather'>, <Track '10' 'Between The Devil And The Deep Blue Sea'>, <Track '11' 'In Your Own Quiet Way'>, <Track '12' ""A Woman's Prerogative"">, <Track '13' ""A Sleepin' Bee"">, <Track '14' ""It's Only A Paper Moon"">]"
186,"('Roland Hanna', 'The Maybeck Recital Series, Vol. 32')",3949737,Maybeck Recital Hall Series Volume Thirty-Two,1994,https://www.discogs.com/release/3949737-Sir-Roland-Hanna-Maybeck-Recital-Hall-Series-Volume-Thirty-Two,"[<Track '1' 'Love Walked In'>, <Track '2' ""They Can't Take That Away From Me"">, <Track '3' 'Softly, As In A Morning Sunrise'>, <Track '' 'Gershwin Medley'>, <Track '5' 'How Long As This Going On?'>, <Track '6' 'Oleo'>, <Track '7' 'Lush Life'>, <Track '8' ""This Can't Be Love"">]"
187,"('McCoy Tyner', 'Things Ain’t What They Used To Be (Live)')",4903569,Things Ain't What They Used To Be,1990,https://www.discogs.com/release/4903569-McCoy-Tyner-Things-Aint-What-They-Used-To-Be,"[<Track '1' 'The Greeting'>, <Track '2' 'Naima'>, <Track '3' 'I Mean You'>, <Track '4' ""Here's That Rainy Day"">, <Track '5' ""Things Ain't What They Used To Be"">, <Track '6' 'Joy Spring'>, <Track '7' 'Lush Life'>, <Track '8' 'Sweet And Lovely'>, <Track '9' 'Song For My Lady'>, <Track '10' ""What's New"">, <Track '11' 'Search For Peace'>, <Track '12' 'Blues On The Corner'>, <Track '13' 'My One And Only Love'>]"
188,"('Marian McPartland', 'Live At Maybeck Recital Hall')",6083607,"Live At Maybeck Recital Hall, Volume Nine",1991,https://www.discogs.com/release/6083607-Marian-McPartland-Live-At-Maybeck-Recital-Hall-Volume-Nine,"[<Track '1' ""This Time The Dream's On Me"">, <Track '2' 'A Fine Romance'>, <Track '3' 'Willow Weep For Me'>, <Track '4' 'Twilight World'>, <Track '5' 'Clothed Woman'>, <Track '6' 'Prelude To A Kiss'>, <Track '7' 'The Duke'>, <Track '8' 'Theme From Piano Jazz'>, <Track '9' 'Love You Madly'>, <Track '10' 'Easy Living'>, <Track '11' ""Things Ain't What They Used To Be"">, <Track '12' 'I Should Care'>, <Track '13' 'My Funny Valentine'>, <Track '14' 'Turn Around'>, <Track '15' ""It's You Or No One"">, <Track '16' ""I'll Be Around"">]"
189,"('Alan Pasqua', 'Day Dream')",22127371,Day Dream,2020,https://www.discogs.com/release/22127371-Alan-Pasqua-Day-Dream,"[<Track '01' 'Day Dream'>, <Track '02' 'Bewitched, Bothered and Bewildered'>, <Track '03' 'In the Wee Small Hours of the Morning / Smile'>, <Track '04' 'Old Cape Cod'>, <Track '05' 'Polka Dots and Moonbeams'>, <Track '06' 'Upper Manhattan Medical Group'>, <Track '07' 'Prelude to a Kiss'>, <Track '08' 'Turn out the Stars'>, <Track '09' 'The Sounds Around the House'>, <Track '10' 'When I Grow Too Old to Dream'>]"
190,"('Oscar Peterson', '1951')",8751942,1951,1995,https://www.discogs.com/release/8751942-Oscar-Peterson-1951,"[<Track '1' 'For You'>, <Track '2' 'Pennies From Heaven'>, <Track '3' 'Whispering'>, <Track '4' 'Body And Soul'>, <Track '5' 'Flying Home'>, <Track '6' 'Hungarian Dance'>, <Track '7' 'Gypsy In My Soul'>, <Track '8' ""(I Don't Stand A) Ghost Of A Chance With You"">, <Track '9' ""I'm Forever Blowing Bubbles"">, <Track '10' ""I've Got Rhythm"">, <Track '11' 'Tea For Two'>, <Track '12' 'The Man I Love'>, <Track '13' 'Rose Room'>, <Track '14' 'Yesterdays'>, <Track '15' 'Seven Come Eleven'>, <Track '16' 'Just You'>, <Track '17' 'To A Wild Rose'>, <Track '18' 'Air Mail Special'>, <Track '19' 'Night And Day'>, <Track '20' 'Get Happy'>]"
191,"('Roland Hanna', 'Solo Piano')",2876095,Perugia,1975,https://www.discogs.com/release/2876095-Roland-Hanna-Perugia,"[<Track 'A1' 'Take The A Train'>, <Track 'A2' ""I Got It Bad And That Ain't Good"">, <Track 'A3' 'Time Dust Gathared'>, <Track 'B1' 'Perugia'>, <Track 'B2' 'A Child Is Born'>, <Track 'B3' 'Wistful Moment'>]"
192,"('George Colligan', 'Nation Divided')",12373218,Nation Divided,2018,https://www.discogs.com/release/12373218-George-Colligan-Nation-Divided,"[<Track '1' 'Wounds Of Another Time'>, <Track '2' 'Closure'>, <Track '3' 'Bewteen Two Worlds'>, <Track '4' 'Street Fight'>, <Track '5' 'Blues For Charleston'>, <Track '6' 'Nights Of Passion'>, <Track '7' 'The Strength To Move On'>, <Track '8' 'Nation Divided'>, <Track '9' 'Prelude'>, <Track '10' ""If That's All There Is To Say"">, <Track '11' 'Cognac Logic'>, <Track '12' 'Sentimental Foolishness'>, <Track '13' 'Saddest Of All Keys'>]"
193,"('Stanley Cowell', 'The Maybeck Recital Series, Vol. 5')",1022041,"Live At Maybeck Recital Hall, Volume Five",1990,https://www.discogs.com/master/1022041-Stanley-Cowell-Live-At-Maybeck-Recital-Hall-Volume-Five,"[<Track '1' 'Softly, As In A Morning Sunrise'>, <Track '2' ""Stompin' At The Savoy"">, <Track '3' 'I Am Waiting'>, <Track '4' 'Nefertiti'>, <Track '5' 'Jitterbug Waltz'>, <Track '6' 'Stella By Starlight'>, <Track '7' ""I'll Remember April"">, <Track '8' 'Lament'>, <Track '9' 'Out Of This World'>, <Track '10' 'Django'>, <Track '11' 'Big Foot (AKA Air Conditioning)'>, <Track '12' 'Little Sunny'>, <Track '13' 'Autumn Leaves'>, <Track '14' 'Cal Massey'>]"
194,"('Lynne Arriale', 'Solo')",11408453,Solo,2012,https://www.discogs.com/release/11408453-Lynne-Arriale-Solo,"[<Track '1' 'La Noche '>, <Track '2' 'The Dove '>, <Track '3' 'Evidence'>, <Track '4' ""Wouldn't It Be Loverly"">, <Track '5' ""Will O' The Wisp"">, <Track '6' 'Yada, Yada, Yada'>, <Track '7' 'Arise'>, <Track '8' 'Dance '>, <Track '9' 'What Is This Thing Called Love'>, <Track '10' 'Sea And Sand'>, <Track '11' 'Bye-Ya'>, <Track '12' 'And So It Goes'>]"
195,"('Hal Galper', 'The Maybeck Recital Series, Vol. 6')",18875287,"Live At Maybeck Recital Hall, Vol. 6",1990,https://www.discogs.com/release/18875287-Hal-Galper-Live-At-Maybeck-Recital-Hall-Vol-6,"[<Track '1' 'Spoken Introduction'>, <Track '2' 'Whisper Not'>, <Track '3' 'It Never Was Young'>, <Track '4' ""All God's Chillun Got Rhythm"">, <Track '5' 'A Kiss To Build A Dream On'>, <Track '6' 'Willow Weep For Me'>, <Track '7' 'The Touch Of Your Lips'>, <Track '8' 'Bemsha Swing'>, <Track '9' 'Detour Ahead'>, <Track '10' 'Aiteign'>]"
196,"('Mitchel Forman', 'Lost and Found')",9446283,Lost And Found,2010,https://www.discogs.com/release/9446283-Mitchel-Forman-Lost-And-Found,"[<Track '1' 'Jeru'>, <Track '2' 'Angelica'>, <Track '3' 'Magical Mundo'>, <Track '4' 'Butterflies With Hiccups'>, <Track '5' 'East Village Invention'>, <Track '6' 'Tall Boots'>, <Track '7' 'Travels In Three'>, <Track '8' 'Hospitality Creek'>, <Track '9' 'Willow Tree'>, <Track '10' ""Ramona's Legacy"">, <Track '11' 'The Light Of Smiles'>, <Track '12' 'Angelica (Alternate Take)'>]"
197,"('Fred Hersch', 'Songs From Home')",18263731,Songs From Home,2020,https://www.discogs.com/release/18263731-Fred-Hersch-Songs-From-Home,"[<Track 'A1' ""Wouldn't It Be Loverly"">, <Track 'A2' 'Wichita Lineman'>, <Track 'A3' ""After You've Gone"">, <Track 'A4' 'All I Want'>, <Track 'B1' 'Get Out Of Town'>, <Track 'B2.1' 'West Virginia Rose'>, <Track 'B2.2' 'The Water Is Wide'>, <Track 'B3' 'Solitude'>, <Track 'B4' ""When I'm Sixty-Four"">]"
198,"('George Cables', ""You Don't Know Me Volume I"")",7010876,You Don't Know Me,2008,https://www.discogs.com/release/7010876-George-Cables-You-Dont-Know-Me,"[<Track '1-1' 'My Foolish Heart'>, <Track '1-2' ""You Don't Know Me"">, <Track '1-3' 'EVC'>, <Track '1-4' 'Up Jumped Spring'>, <Track '1-5' ""You Don't Know What Love Is"">, <Track '1-6' 'Lullaby'>, <Track '1-7' ""Helen's Song"">, <Track '1-8' ""Helen Mothe's Song"">, <Track '1-9' 'Spookarella'>, <Track '1-10' 'Honey Lulu'>, <Track '2-1' ""Here's One - African American Spiritual"">, <Track '2-2' 'Go Down Moses - African American Spiritual'>, <Track '2-3' 'Going Home - African American Spiritual'>, <Track '2-4' 'Smoke Gets In Your Eyes'>, <Track '2-5' 'Senorita de Aranjuez'>, <Track '2-6' 'Looking For The Light'>, <Track '2-7' 'Waltz For Debby'>, <Track '2-8' 'Stella By Starlight'>, <Track '2-9' 'Morning Song'>, <Track '2-10' 'Ana Marie'>, <Track '2-11' 'The Way We Were'>]"
199,"('Clare Fischer', 'Alone Together')",532808,Alone Together,1977,https://www.discogs.com/master/532808-Clare-Fischer-Alone-Together,"[<Track 'A1' 'Yesterdays'>, <Track 'A2' 'Du, Du, Liegst Mir Im Herzen'>, <Track 'A3' 'Tahlia'>, <Track 'B1' 'The Touch Of Your Lips'>, <Track 'B2' '""Excerpt"" From ""Canonic Passacaglia""'>, <Track 'B3' 'Everything Happens To Me'>, <Track 'B4' 'Brunner Schwerpunkt'>]"
200,"('George Shearing', 'Grand Piano')",746781,Grand Piano,1985,https://www.discogs.com/master/746781-George-Shearing-Grand-Piano,"[<Track 'A1' 'When A Woman Loves A Man'>, <Track 'A2' 'It Never Entered My Mind'>, <Track 'A3' 'Mack The Knife'>, <Track 'A4' 'Nobody Else But Me'>, <Track 'A5' 'Imitations'>, <Track 'B1' 'Taking A Chance On Love'>, <Track 'B2' 'If I Had You'>, <Track 'B3' 'How Insensitive'>, <Track 'B4' 'Easy To Love'>, <Track 'B5' ""While We're Young"">]"
201,"('George Cables', 'The Maybeck Recital Series, Vol. 35')",7010951,At Maybeck,1994,https://www.discogs.com/release/7010951-George-Cables-At-Maybeck,"[<Track '1' 'Over The Rainbow'>, <Track '2' ""Helen's Song"">, <Track '3' 'Bess, You Is My Woman Now'>, <Track '4' ""My Man's Gone Now"">, <Track '5' 'Someone To Watch Over Me'>, <Track '6' ""You Don't Know What Love Is"">, <Track '7' 'Lullaby'>, <Track '8' 'Everything Happens To Me'>, <Track '9' ""Goin' Home"">, <Track '10' ""Little B's Poem"">]"
202,"('Buddy Montgomery', 'The Maybeck Recital Series, Vol. 15')",3949905,Live At Maybeck Recital Hall - Volume Fifteen,1992,https://www.discogs.com/release/3949905-Buddy-Montgomery-Live-At-Maybeck-Recital-Hall-Volume-Fifteen,"[<Track '1' 'Since I Fell For You'>, <Track '2' 'The Man I Love'>, <Track '3' 'A Cottage For Sale'>, <Track '4' 'Who Cares'>, <Track '5' 'The Night Has A Thousand Eyes'>, <Track '6' 'How To Handle A Woman'>, <Track '7' ""What'll I Do"">, <Track '8' ""You've Changed"">, <Track '9' 'Money Blues'>, <Track '10' 'By Myself'>, <Track '11' ""This Time I'll Be Sweeter"">, <Track '12' 'Soft Winds'>, <Track '13' 'My Lord And Master/Something Wonderful'>]"
203,"('Ellis Marsalis', 'Duke In Blue')",805963,Duke In Blue,1999,https://www.discogs.com/master/805963-Ellis-Marsalis-Duke-In-Blue,"[<Track '1' 'The Mooche'>, <Track '2' 'Prelude To A Kiss'>, <Track '3' 'Squatty Roo'>, <Track '4' 'Sophisticated Lady'>, <Track '5' ""Just Squeeze Me (But Don't Tease Me)"">, <Track '6' 'Mood Indigo'>, <Track '7' 'Caravan'>, <Track '8' 'Come Sunday'>, <Track '9' 'Creole Love Call'>, <Track '10' 'Reflections In D'>, <Track '11' 'Drop Me Off In Harlem'>, <Track '12' 'Melancholia'>, <Track '' 'Medley'>, <Track '14' 'Duke In Blue'>]"
204,"('Ellis Marsalis', 'Ruminations in New York')",2648059,Ruminations In New York,2004,https://www.discogs.com/release/2648059-Ellis-Marsalis-Ruminations-In-New-York,"[<Track '1' 'Things That You Never Were'>, <Track '2' 'A Moment Alone'>, <Track '3' ""Haven's Paradise"">, <Track '4' 'Homecoming'>, <Track '5' 'After'>, <Track '6' 'Tell Me'>, <Track '7' 'Somehow'>, <Track '8' 'Orchid Blue'>, <Track '9' 'Happiness Is The Thing'>, <Track '10' 'Chapter One'>, <Track '11' 'When We First Met'>, <Track '12' 'Zee Blues'>]"
205,"('Stanley Cowell', 'Angel Eyes')",12095891,Angel Eyes,1994,https://www.discogs.com/release/12095891-Stanley-Cowell-Angel-Eyes,"[<Track '1' 'The Night Has A Thousand Eyes'>, <Track '2' 'Morning Star'>, <Track '3' 'Sendai Sendoff'>, <Track '4' 'Imagine'>, <Track '5' 'Eronel'>, <Track '6' 'Angel Eyes'>, <Track '7' 'Akua'>, <Track '8' 'The Ladder'>, <Track '9' 'Abscretion'>]"
206,"('Dick Hyman', 'Dick Hyman Plays Variations on Richard Rodgers -  Rodgers & Hart')",13581857,Dick Hyman Plays Variations On Richard Rodgers (Solo Piano Variations On The Great Songs Of Rodgers & Hart),2006,https://www.discogs.com/release/13581857-Dick-Hyman-Dick-Hyman-Plays-Variations-On-Richard-Rodgers-Solo-Piano-Variations-On-The-Great-Songs-O,"[<Track '1' 'Lover'>, <Track '2' 'Bewitched, Bothered And Bewildered'>, <Track '3' 'I Wish I Were In Love Again'>, <Track '4' 'Spring Is Here'>, <Track '5' 'You Took Advantage Of Me'>, <Track '6' 'If They Asked Me, I Could Write A Book'>, <Track '7' 'My Funny Valentine'>, <Track '8' ""Wait 'Til You See Her"">, <Track '9' 'Little Girl Blue'>, <Track '10' ""This Can't Be Love"">, <Track '11' 'Mimi'>, <Track '12' 'Easy To Remember'>, <Track '13' 'My Heart Stood Still'>, <Track '14' 'It Never Entered My Mind'>, <Track '15' 'Manhattan'>, <Track '16' 'Have You Met Miss Jones?'>, <Track '17' 'You Are Too Beautiful'>, <Track '18' 'Thou Swell'>]"
207,"('John Hicks', 'The Maybeck Recital Series, Vol. 7')",6083574,"Live At Maybeck Recital Hall, Volume Seven",1991,https://www.discogs.com/release/6083574-John-Hicks-Live-At-Maybeck-Recital-Hall-Volume-Seven,"[<Track '1' 'Blue In Green'>, <Track '2' 'All Of You'>, <Track '3' 'After The Rain'>, <Track '4' 'Speak Low'>, <Track '5' 'Blues For Maybeck Recital Hall'>, <Track '6' 'Heroes'>, <Track '7' 'Rhythm-A-Ning'>, <Track '8' ""Duke Ellington's Sound Of Love"">, <Track '9' 'Oblivion'>, <Track '10' 'Contemplation'>, <Track '11' 'Straighten Up And Fly Right'>]"
208,"('Jessica Williams', 'Solo Piano Compositions')",,,,,
209,"('Joey Alexander', 'Eclipse')",1363165,Eclipse,2018,https://www.discogs.com/master/1363165-Joey-Alexander-Eclipse,"[<Track '1' 'Bali'>, <Track '2' 'Faithful'>, <Track '3' 'Draw Me Nearer'>, <Track '4' 'Moment’s Notice'>, <Track '5' 'Blackbird'>, <Track '6' 'Eclipse'>, <Track '7' 'Fourteen'>, <Track '8' 'The Very Thought Of You'>, <Track '9' 'Space'>, <Track '10' 'Time Remembered'>, <Track '11' 'Peace'>]"
210,"('Art Tatum', 'The Art Tatum Solo Masterpieces, Vol. 5')",5016341,"The Tatum Solo Masterpieces, Vol. 5",1977,https://www.discogs.com/release/5016341-Art-Tatum-The-Tatum-Solo-Masterpieces-Vol-5,"[<Track 'A1' ""Makin' Whoopee"">, <Track 'A2' ""Don't Worry 'bout Me"">, <Track 'A3' 'That Old Feeling'>, <Track 'A4' 'Louise'>, <Track 'A5' 'Fine And Dandy'>, <Track 'B1' ""Stompin' At The Savoy"">, <Track 'B2' 'Blue Moon'>, <Track 'B3' 'I Cover The Waterfront'>, <Track 'B4' 'Stars Fell On Alabama'>, <Track 'B5' ""You're Driving Me Crazy"">]"
211,"('Art Tatum', 'The Complete Capitol Recordings (Vol. One)')",7070569,The Complete Capitol Recordings Volume One ,1989,https://www.discogs.com/release/7070569-Art-Tatum-The-Complete-Capitol-Recordings-Volume-One-,"[<Track '1' 'Willow Weep For Me'>, <Track '2' 'I Cover The Waterfront'>, <Track '3' ""Aunt Hagar's Blues"">, <Track '4' 'Nice Work If You Can Get It'>, <Track '5' 'Someone To Watch Over Me'>, <Track '6' 'Dardanella'>, <Track '7' 'Time On My Hands'>, <Track '8' 'Sweet Lorraine'>, <Track '9' 'Somebody Loves Me'>, <Track '10' ""Don't Blame Me"">, <Track '11' 'September Song'>, <Track '12' 'Melody In F'>, <Track '13' 'Tea For Two'>, <Track '14' 'Out Of Nowhere'>]"
212,"('Marcus Roberts', 'Alone With Three Giants')",388359,Alone With Three Giants,1991,https://www.discogs.com/master/388359-Marcus-Roberts-Alone-With-Three-Giants,"[<Track '1' 'Jungle Blues'>, <Track '2' 'Mood Indigo'>, <Track '3' 'Solitude'>, <Track '4' 'I Got It Bad'>, <Track '5' 'Trinkle Tinkle'>, <Track '6' 'Misterioso'>, <Track '7' 'Pannonica'>, <Track '8' 'New Orleans Blues'>, <Track '9' 'Prelude To A Kiss'>, <Track '10' ""Shout 'Em Aunt Tillie"">, <Track '11' 'Black And Tan Fantasy'>, <Track '12' ""Monk's Mood"">, <Track '13' 'In Walked Bud'>, <Track '14' 'Crepuscule With Nellie'>, <Track '15' 'The Crave'>]"
213,"('Ray Bryant', 'Alone With The Blues')",418647,Alone With The Blues,1959,https://www.discogs.com/master/418647-Ray-Bryant-Alone-With-The-Blues,"[<Track 'A1' 'Blues #3'>, <Track 'A2' 'Joy'>, <Track 'A3' 'Lover Man'>, <Track 'A4' 'Me And The Blues'>, <Track 'B1' 'My Blues'>, <Track 'B2' ""Rockin' Chair"">, <Track 'B3' 'Stocking Feet'>]"
214,"('Keith Jarrett', 'Budapest Concert (Live)')",1830996,Budapest Concert,2020,https://www.discogs.com/master/1830996-Keith-Jarrett-Budapest-Concert,"[<Track '1-1' 'Part I'>, <Track '1-2' 'Part II'>, <Track '1-3' 'Part III'>, <Track '1-4' 'Part IV'>, <Track '2-1' 'Part V'>, <Track '2-2' 'Part VI'>, <Track '2-3' 'Part VII'>, <Track '2-4' 'Part VIII'>, <Track '2-5' 'Part IX'>, <Track '2-6' 'Part X'>, <Track '2-7' 'Part XI'>, <Track '2-8' 'Part XII - Blues'>, <Track '2-9' ""It's A Lonesome Old Town"">, <Track '2-10' 'Answer Me, My Love'>]"
215,"('Steve Kuhn', 'The Maybeck Recital Series, Vol. 13')",3196601,"Live At Maybeck Recital Hall, Volume Thirteen",1991,https://www.discogs.com/release/3196601-Steve-Kuhn-Live-At-Maybeck-Recital-Hall-Volume-Thirteen,"[<Track '1' 'Old Folks'>, <Track '2' 'Solar'>, <Track '3' ""Don't Explain"">, <Track '4' 'I Remember You'>, <Track '5' 'Autumn In New York'>, <Track '6' 'The Meaning Of The Blues'>]"
216,"('Michel Legrand', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
217,"('Kenny Drew Jr', 'The Maybeck Recital Series, Vol. 39')",3949853,At Maybeck,1995,https://www.discogs.com/release/3949853-Kenny-Drew-Jr-At-Maybeck,"[<Track '1' 'Stella By Starlight'>, <Track '2' 'Peace'>, <Track '3' 'After You'>, <Track '4' 'Ugly Beauty'>, <Track '5' ""Well You Needn't"">, <Track '6' 'Coral Sea'>, <Track '7' 'Images'>, <Track '8' 'Straight, No Chaser'>, <Track '9' ""Waitin' For My Dearie"">, <Track '10' 'Autumn Leaves'>]"
218,"('Art Tatum', 'The Art Tatum Solo Masterpieces, Vol. 2')",11623469,"The Art Tatum Solo Masterpieces, Volume Two",1992,https://www.discogs.com/release/11623469-Art-Tatum-The-Art-Tatum-Solo-Masterpieces-Volume-Two,"[<Track '1' 'Elegy'>, <Track '2' ""This Can't Be Love"">, <Track '3' 'There Will Never Be Another You'>, <Track '4' 'Gone With The Wind'>, <Track '5' ""I Don't Stand A Ghost Of A Chance With You"">, <Track '6' 'Lover Come Back To Me'>, <Track '7' ""I'll See You In My Dreams"">, <Track '8' 'Heat Wave'>, <Track '9' 'September Song'>, <Track '10' ""I Didn't Know What Time It Was"">, <Track '11' 'Tea For Two'>, <Track '12' 'Come Rain Or Come Shine'>, <Track '13' 'The Very Thought Of You'>, <Track '14' 'Please Be Kind'>, <Track '15' 'Would You Like To Talk A Walk'>]"
219,"('Alan Pasqua', 'Solo')",12617439,Solo,2006,https://www.discogs.com/release/12617439-Alan-Pasqua-Solo,"[<Track '1' 'To Love Again'>, <Track '2' 'Malta'>, <Track '3' 'Greta'>, <Track '4' 'Improvisation #2'>, <Track '5' 'Improvisation #1'>, <Track '6' 'Grace'>, <Track '7' 'As Pretty As The Moon'>, <Track '8' 'Improvisation #3'>, <Track '9' 'Improvisation #4'>]"
220,"('Junior Mance', 'Junior Mance Special')",10555772,Junior Mance Special,1989,https://www.discogs.com/release/10555772-Junior-Mance-Junior-Mance-Special,"[<Track '1' 'Yancey Special'>, <Track '2' 'Careless Love'>, <Track '3' 'If You Could See Me Now'>, <Track '4' 'I Wish I Knew How It Would Feel To Be Free'>, <Track '5' 'Since I Lost My Baby I Almost Lost My Mind'>, <Track '6' ""I Got It Bad And That Ain't Good"">, <Track '7' 'In A Sentimental Mood'>, <Track '8' 'Blue Monk'>, <Track '9' 'Whisper Not'>, <Track '10' 'Flat On Your Back'>]"
221,"('Denny Zeitlin', 'Wherever You Are')",27249663,Wherever You Are: Midnight Moods For Solo Piano,2012,https://www.discogs.com/release/27249663-Denny-Zeitlin-Wherever-You-Are-Midnight-Moods-For-Solo-Piano,"[<Track '1' 'Body & Soul'>, <Track '2' 'Good-Bye'>, <Track '3' 'Quiet Nights Of Quiet Stars / How Insensitive'>, <Track '4' 'Last Night When We Were Young'>, <Track '5' 'I Hear A Rhapsody'>, <Track '6' 'Time Remembers One Time Once'>, <Track '7' 'The Meaning Of The Blues'>, <Track '8' 'My Dream Is Yours'>, <Track '9' ""You Don't Know What Love Is"">, <Track '10' 'Wherever You Are'>]"
222,"('Geoffrey Keezer', 'Heart of the Piano')",15022837,Heart Of The Piano,2013,https://www.discogs.com/release/15022837-Geoff-Keezer-Heart-Of-The-Piano,"[<Track '1' 'Limelight'>, <Track '2' 'My Love Is Like A Red Red Rose'>, <Track '3' 'Come Talk To Me'>, <Track '4' 'New York'>, <Track '5' 'Still'>, <Track '6' 'Suddenly I See'>, <Track '7' 'Chirizakura'>, <Track '8' 'Lullaby For A Ladybug'>, <Track '9' 'Grunion Run'>, <Track '10' 'Take Time For Love'>]"
